"family"
"Strigulaceae"
"Amorphothecaceae"
"Olpidiaceae"
"Odontotremataceae"
"Gyalectaceae"
"Gomphillaceae"
"Graphidaceae"
"Vialaeaceae"
"Thyridiaceae"
"Kathistaceae"
"Annulatascaceae"
"Obryzaceae"
"Glomerellaceae"
"Lichenotheliaceae"
"Mycoporaceae"
"Vizellaceae"
"Roesleriaceae"
"Pseudoperisporiaceae"
"Pseudeurotiaceae"
"Protoscyphaceae"
"Polystomellaceae"
"Phyllobatheliaceae"
"Phaneromycetaceae"
"Parodiopsidaceae"
"Parmulariaceae"
"Myxotrichaceae"
"Microtheliopsidaceae"
"Micropeltidaceae"
"Lautosporaceae"
"Englerulaceae"
"Diporothecaceae"
"Brefeldiellaceae"
"Aspidotheliaceae"
"Argynnaceae"
"Dothidotthiaceae"
"Pneumocystidaceae"
"Iodosphaeriaceae"
"Piptocephalidaceae"
"Oedogoniomycetaceae"
"Gonapodyaceae"
"Spizellomycetaceae"
"Sirobasidiaceae"
"Rhynchogastremataceae"
"Phragmoxenidiaceae"
"Hyaloriaceae"
"Cuniculitremaceae"
"Uropyxidaceae"
"Raveneliaceae"
"Pucciniosiraceae"
"Pucciniaceae"
"Mikronegeriaceae"
"Melampsoraceae"
"Cronartiaceae"
"Chaconiaceae"
"Platygloeaceae"
"Eocronartiaceae"
"Helicobasidiaceae"
"Mixiaceae"
"Leucosporidiaceae"
"Quambalariaceae"
"Gjaerumiaceae"
"Georgefischeriaceae"
"Exobasidiaceae"
"Cryptobasidiaceae"
"Brachybasidiaceae"
"Entylomataceae"
"Doassansiaceae"
"Cystobasidiaceae"
"Classiculaceae"
"Phleogenaceae"
"Mycogelidiaceae"
"Atractogloeaceae"
"Kondoaceae"
"Chionosphaeraceae"
"Hydnodontaceae"
"Thelephoraceae"
"Sebacinaceae"
"Stereaceae"
"Stephanosporaceae"
"Hybogasteraceae"
"Echinodontiaceae"
"Auriscalpiaceae"
"Amylostereaceae"
"Polyporaceae"
"Meruliaceae"
"Meripilaceae"
"Limnoperdaceae"
"Ganodermataceae"
"Cystostereaceae"
"Phallaceae"
"Claustulaceae"
"Trappeaceae"
"Phallogastraceae"
"Mesophelliaceae"
"Hysterangiaceae"
"Schizoporaceae"
"Paraglomeraceae"
"Glomeraceae"
"Acaulosporaceae"
"Archaeosporaceae"
"Ambisporaceae"
"Phyllachoraceae"
"Caulochytriaceae"
"Rhizophydiaceae"
"Globomycetaceae"
"Physodermataceae"
"Coelomomycetaceae"
"Catenariaceae"
"Blastocladiaceae"
"Wallemiaceae"
"Ustilaginaceae"
"Melanotaeniaceae"
"Cintractiellaceae"
"Anthracoideaceae"
"Urocystidaceae"
"Trichosporonaceae"
"Tremellaceae"
"Tetragoniomycetaceae"
"Catabotrydaceae"
"Endogonaceae"
"Ancylistaceae"
"Entomophthoraceae"
"Neozygitaceae"
"Kickxellaceae"
"Mortierellaceae"
"Mucoraceae"
"Pilobolaceae"
"Radiomycetaceae"
"Cochlonemataceae"
"Ascodichaenaceae"
"Pleomassariaceae"
"Naetrocymbaceae"
"Peltulaceae"
"Lichinaceae"
"Heppiaceae"
"Gloeoheppiaceae"
"Thelotremataceae"
"Umbilicariaceae"
"Elixiaceae"
"Ropalosporaceae"
"Microcaliciaceae"
"Megalosporaceae"
"Pertusariaceae"
"Ochrolechiaceae"
"Caliciaceae"
"Megasporaceae"
"Coccotremataceae"
"Placynthiaceae"
"Pannariaceae"
"Ascocorticiaceae"
"Dermateaceae"
"Hemiphacidiaceae"
"Loramycetaceae"
"Leotiaceae"
"Cudoniaceae"
"Lahmiaceae"
"Orbiliaceae"
"Ascodesmidaceae"
"Caloscyphaceae"
"Chorioactidaceae"
"Pyronemataceae"
"Rhizinaceae"
"Sarcosomataceae"
"Tuberaceae"
"Ascoideaceae"
"Cephaloascaceae"
"Dipodascaceae"
"Lipomycetaceae"
"Metschnikowiaceae"
"Saccharomycetaceae"
"Trichomonascaceae"
"Calosphaeriaceae"
"Pleurostomataceae"
"Coniochaetaceae"
"Nitschkiaceae"
"Diaporthaceae"
"Gnomoniaceae"
"Melogrammataceae"
"Sydowiellaceae"
"Togniniaceae"
"Valsaceae"
"Nectriaceae"
"Lulworthiaceae"
"Spathulosporaceae"
"Ceratostomataceae"
"Ceratocystidaceae"
"Ophiostomataceae"
"Rhizophlyctidaceae"
"Lasiosphaeriaceae"
"Sordariaceae"
"Amphisphaeriaceae"
"Clypeosphaeriaceae"
"Hyponectriaceae"
"Myelospermataceae"
"Xylariaceae"
"Taphrinaceae"
"Agaricaceae"
"Amanitaceae"
"Cortinariaceae"
"Cyphellaceae"
"Entolomataceae"
"Hygrophoraceae"
"Inocybaceae"
"Lyophyllaceae"
"Marasmiaceae"
"Mycenaceae"
"Phelloriniaceae"
"Physalacriaceae"
"Pleurotaceae"
"Psathyrellaceae"
"Schizophyllaceae"
"Strophariaceae"
"Tapinellaceae"
"Amylocorticiaceae"
"Calostomataceae"
"Diplocystidiaceae"
"Gastrosporiaceae"
"Gomphidiaceae"
"Gyroporaceae"
"Hygrophoropsidaceae"
"Paxillaceae"
"Sclerogastraceae"
"Botryobasidiaceae"
"Tulasnellaceae"
"Geastraceae"
"Asellariaceae"
"Harpellaceae"
"Lentariaceae"
"Acrospermaceae"
"Botryosphaeriaceae"
"Antennulariellaceae"
"Asterinaceae"
"Capnodiaceae"
"Euantennariaceae"
"Metacapnodiaceae"
"Mycosphaerellaceae"
"Piedraiaceae"
"Schizothyriaceae"
"Teratosphaeriaceae"
"Coccoideaceae"
"Dothideaceae"
"Dothioraceae"
"Planistromellaceae"
"Hysteriaceae"
"Aliquandostipitaceae"
"Aulographaceae"
"Microthyriaceae"
"Cookellaceae"
"Sphaerophoraceae"
"Scoliciosporaceae"
"Ramalinaceae"
"Psoraceae"
"Corynesporascaceae"
"Cucurbitariaceae"
"Delitschiaceae"
"Didymosphaeriaceae"
"Fenestellaceae"
"Lophiostomataceae"
"Montagnulaceae"
"Mytilinidiaceae"
"Sporormiaceae"
"Testudinaceae"
"Ascosphaeraceae"
"Herpotrichiellaceae"
"Elaphomycetaceae"
"Thermoascaceae"
"Lecanoraceae"
"Hymeneliaceae"
"Ajellomycetaceae"
"Arthrodermataceae"
"Onygenaceae"
"Catillariaceae"
"Brigantiaeaceae"
"Euceratomycetaceae"
"Herpomycetaceae"
"Laboulbeniaceae"
"Arctomiaceae"
"Schaereriaceae"
"Verrucariaceae"
"Crocyniaceae"
"Monoblastiaceae"
"Mycocaliciaceae"
"Trypetheliaceae"
"Plectosphaerellaceae"
"Papulosaceae"
"Magnaporthaceae"
"Batistiaceae"
"Apiosporaceae"
"Epigloeaceae"
"Thrombiaceae"
"Seuratiaceae"
"Saccardiaceae"
